code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
MEG-STEEL-3,Helston Steel Fabric 3 Seater Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/m/e/meg-steel-3-_1__helston_steel_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Helston collection combines modern styling with laid-back luxury. Deep seats and soft arm bolsters invite you to stretch out and unwind, while sculptural arms create a standout silhouette.",Grey,Fabric,Sofas,Transitional,Living Room,97cm,97cm,220cm
MEG-STEEL-4,Helston Steel Fabric 4 Seater Sofa,949,https://www.oakandmore.co.uk/static/media/catalog/product/m/e/meg-steel-4-_1__helston_steel_4_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Helston collection combines modern styling with laid-back luxury. Deep seats and soft arm bolsters invite you to stretch out and unwind, while sculptural arms create a standout silhouette.",Grey,Fabric,Sofas,Transitional,Living Room,97cm,97cm,244cm
MEG-STEEL-1,Helston Steel Fabric Armchair,549,https://www.oakandmore.co.uk/static/media/catalog/product/m/e/meg-steel-1-_1__helston_steel_armchair-lifestyle-web_pdp_1080x884px.jpg,"The Helston collection combines modern styling with laid-back luxury. Deep seats and soft arm bolsters invite you to stretch out and unwind, while sculptural arms create a standout silhouette.",Grey,Fabric,Armchairs,Transitional,Living Room,97cm,97cm,129cm
PAQ026,Herringbone 190cm Solid Oak and Metal Dining Table,549,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/herringbone_dining_table_2_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful Herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,77cm,190cm,95cm
PAQ015,Herringbone Solid Oak 2 Drawer Bedside Table,179,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq015_1_-_oak_-_herringbone_-_2_drawer_bedside_chest_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Bedside Tables,Mid Century Modern,Bedroom,61cm,43cm,47cm
PAQ013,Herringbone Solid Oak 2 Over 3 Chest of Drawers,479,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq013_1_-_oak_-_herringbone_-_2_over_3_chest_of_drawers_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,106cm,43cm,98cm
PAQ010,Herringbone Solid Oak 4 Drawer Coffee Table,549,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq010_1_-_oak_-_herringbone_-_4_drawer_coffee_table_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Coffee Tables,Mid Century Modern,Living Room,47cm,70cm,140cm
PAQ012,Herringbone Solid Oak 5 Drawer Tallboy Chest,469,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq012_1_-_oak_-_herringbone_-_5_drawer_tallboy_chest_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,123cm,43cm,51cm
PAQ020,Herringbone Solid Oak Blanket box,329,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq020_1_-_oak_-_herringbone_-_blanket_box_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Blanket Boxes,Mid Century Modern,Bedroom,51cm,50cm,98cm
PAQ006,Herringbone Solid Oak Computer Desk,579,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq006_1_-_oak_-_herringbone_-_computer_desk_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Desks,Mid Century Modern,Office,78cm,60cm,140cm
PAQ007,Herringbone Solid Oak Console Table,349,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq007_1_-_oak_-_herringbone_-_console_table_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Console Tables,Mid Century Modern,Living Room,81cm,33.5cm,95cm
PAQ025,Herringbone Solid Oak Double Bed,579,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/herringbone_s_feed.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Beds,Mid Century Modern,Bedroom,102cm,198cm,143cm
PAQ021,Herringbone Solid Oak Double Wardrobe,849,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq021_1_-_oak_-_herringbone_-_double_wardrobe_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Wardrobes,Mid Century Modern,Bedroom,190cm,64cm,110cm
PAQ016,Herringbone Solid Oak Dressing Table,649,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq016_1_-_oak_-_herringbone_-_dressing_table_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Dressing Tables,Mid Century Modern,Living Room,78cm,43cm,130cm
PAQ018,Herringbone Solid Oak Dressing Table Mirror,99,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq018_1_-_oak_-_herringbone_-_dressing_mirror_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Mirrors,Mid Century Modern,Bedroom,56cm,10cm,53cm
PAQ016/PAQ017/PAQ018,Herringbone Solid Oak Dressing Table Set,729,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/parquet_dressing_table_set_front_1_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Dressing Table Sets,Mid Century Modern,Bedroom,78cm/56cm/45cm,43cm/10cm/36cm,130cm/53cm/45cm
PAQ017,Herringbone Solid Oak Dressing Table Stool,119,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq017_1_-_oak_-_herringbone_-_dressing_table_stool_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Stools,Mid Century Modern,Bedroom,45cm,,45cm
PAQ023,Herringbone Solid Oak King Size Bed,599,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/herringbone_l_feed.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Beds,Mid Century Modern,Bedroom,102cm,208cm,158cm
PAQ011,Herringbone Solid Oak Lamp Table,169,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq011_1_-_oak_-_herringbone_-_1_drawer_lamp_table_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Side Tables,Mid Century Modern,Living Room,51cm,43cm,50cm
PAQ001,Herringbone Solid Oak Large Sideboard,579,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq001_1_-_oak_-_herringbone_-_large_sideboard_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Sideboards,Mid Century Modern,Living Room,83cm,43cm,140cm
PAQ003,Herringbone Solid Oak Large TV Cabinet,399,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq003_1_-_oak_-_herringbone_-_large_tv_cabinet_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,TV Units,Mid Century Modern,Living Room,61cm,43cm,140cm
PAQ009,Herringbone Solid Oak Nest of Tables,199,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq009_1_-_oak_-_herringbone_-_nest_tables_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Nest of Tables,Mid Century Modern,Living Room,53cm/46.5cm,45cm/43cm,60cm/51cm
PAQ008,Herringbone Solid Oak Round Nest of Tables,299,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq008_1_-_oak_-_herringbone_-_round_nest_tables_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Nest of Tables,Mid Century Modern,Living Room,46cm/39cm,80cm/56cm,80cm/56cm
PAQ002,Herringbone Solid Oak Small Sideboard,429,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq002_1_-_oak_-_herringbone_-_small_sideboard_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Sideboards,Mid Century Modern,Living Room,83cm,43cm,98cm
PAQ004,Herringbone Solid Oak Small TV Cabinet,329,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq004_1_-_oak_-_herringbone_-_small_tv_cabinet_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,TV Units,Mid Century Modern,Living Room,61cm,43cm,108cm
PAQ024,Herringbone Solid Oak Super King Bed,849,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/herringbone_xl_feed.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Beds,Mid Century Modern,Bedroom,102cm,208cm,188cm
PAQ005,Herringbone Solid Oak Tall Bookcase,529,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq005_1_-_oak_-_herringbone_-_tall_bookcase_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Bookcases,Mid Century Modern,Living Room,190cm,33.5cm,85cm
PAQ022,Herringbone Solid Oak Triple Wardrobe,1099,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq022_1_-_oak_-_herringbone_-_triple_wardrobe_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Wardrobes,Mid Century Modern,Bedroom,190cm,64cm,148cm
PAQ019,Herringbone Solid Oak Wall Mirror,119,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq019_1_-_oak_-_herringbone_-_wall_mirror_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Mirrors,Mid Century Modern,Bedroom,60cm,2.2cm,90cm
PAQ014,Herringbone Solid Oak Wide Chest Of Drawers,679,https://www.oakandmore.co.uk/static/media/catalog/product/p/a/paq014_1_-_oak_-_herringbone_-_3_over_4_chest_of_drawers_-_hires_ss.jpg,"The Herringbone collection is a stunning range crafted using 100% solid oak and featuring beautiful herringbone designs. Complemented by metal legs, this collection is made with only 100% solid oak, with no veneer, MDF or chipboard.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,83cm,43cm,140cm
HERT003,Hertford 120cm Fixed Top Oak and Charcoal Grey Painted Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_charcoal_grey_ss.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. Crafted using 100% solid oak and 100% solid hardwood, the range features timeless designs to enhance any space. ",Charcoal,Hardwood,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT009,Hertford 120cm Fixed Top Oak and Cream Painted Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_cream_ss.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. Crafted using 100% solid oak and 100% solid hardwood, the range features timeless designs to enhance any space. ",Cream,Hardwood,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT004,Hertford 120cm Fixed Top Oak and Dark Blue Painted Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_dark_blue_ss_updated.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. Crafted using 100% solid oak and 100% solid hardwood, the range features timeless designs to enhance any space. ",Blue,Hardwood,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT005,Hertford 120cm Fixed Top Oak and Light Grey Painted Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_light_grey_ss.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. Crafted using 100% solid oak and 100% solid hardwood, the range features timeless designs to enhance any space. ",Grey,Hardwood,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT008,Hertford 120cm Fixed Top Oak and Signal White Painted Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_signal_ss.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. Crafted using 100% solid oak and 100% solid hardwood, the range features timeless designs to enhance any space. ",White,Hardwood,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT007,Hertford 120cm Fixed Top Oak and Soft White Painted Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_soft_white_ss.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. Crafted using 100% solid oak and 100% solid hardwood, the range features timeless designs to enhance any space. ",White,Hardwood,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT002,Hertford 120cm Fixed Top Rustic Oak Dining Table,449,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_-_rustic_ss_1.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. With pieces crafted from 100% solid oak, with no veneer, MDF or chipboard used, this range features timeless designs to enhance any space. ",Rustic,Oak,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
HERT001,Hertford 120cm Fixed Top Solid Oak Dining Table,449,https://www.oakandmore.co.uk/static/media/catalog/product/h/e/hert120cm_c_ss.jpg,"The Hertford Collection effortlessly blends classic shapes and impressive durability. With pieces crafted from 100% solid oak, with no veneer, MDF or chipboard used, this range features timeless designs to enhance any space. ",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,120cm
MATADV25-DOUBLE,Hybrid Advanced Double Mattress,849,https://www.oakandmore.co.uk/static/media/catalog/product/5/0/50_off_mattresses-plp_product_tiles-1080x884px_hybrid_advanced_2.jpg,"The Hybrid Advanced Mattress Collection features Single, Double, King Size and Super King Size mattresses that offer medium support and superior comfort, complete with a knitted fabric finish.",White,Fabric,Mattresses,Coastal,Bedroom,26cm,190cm,135cm
MATADV25-KING,Hybrid Advanced King Size Mattress,949,https://www.oakandmore.co.uk/static/media/catalog/product/5/0/50_off_mattresses-plp_product_tiles-1080x884px_hybrid_advanced_1.jpg,"The Hybrid Advanced Mattress Collection features Single, Double, King Size and Super King Size mattresses that offer medium support and superior comfort, complete with a knitted fabric finish.",White,Fabric,Mattresses,Coastal,Bedroom,26cm,198cm,150cm
MATADV25-SPK,Hybrid Advanced Super King Size Mattress,1049,https://www.oakandmore.co.uk/static/media/catalog/product/5/0/50_off_mattresses-plp_product_tiles-1080x884px_hybrid_advanced.jpg,"The Hybrid Advanced Mattress Collection features Single, Double, King Size and Super King Size mattresses that offer medium support and superior comfort, complete with a knitted fabric finish.",White,Fabric,Mattresses,Coastal,Bedroom,26cm,198cm,180cm
GB405-2-CelineBrandyfabric,Jameson Brandy Fabric 2 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-2-celine_brandy_fabric-_1_-jameson_2_seater_celine_brandy_fabric-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Fabric,Sofas,Transitional,Living Room,78cm,100cm,178cm
GB405-3-CelineBrandyfabric,Jameson Brandy Fabric 3 Seater Sofa,899,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-3-celine_brandy_fabric-_1_-jameson_3_seater_celine_brandy_fabric-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Fabric,Sofas,Transitional,Living Room,78cm,100cm,225cm
GB405-1-CelineBrandyfabric,Jameson Brandy Fabric Armchair,599,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-1-celine_brandy_fabric-_1_-jameson_armchair_celine_brandy_fabric-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Fabric,Armchairs,Transitional,Living Room,78cm,100cm,130cm
GB405-2-ChestnutLeather,Jameson Chestnut Leather 2 Seater Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-2-chestnut_leather-_1_-jameson_2_seater_chestnut_leather-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Leather,Sofas,Transitional,Living Room,78cm,100cm,178cm
GB405-3-ChestnutLeather,Jameson Chestnut Leather 3 Seater Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-3-chestnut_leather-_1_-jameson_3_seater_chestnut_leather-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Leather,Sofas,Transitional,Living Room,78cm,100cm,225cm
GB405-1-ChestnutLeather,Jameson Chestnut Leather Armchair,799,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-1-chestnut_leather-_1_-jameson_armchair_chestnut_leather-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Leather,Armchairs,Transitional,Living Room,78cm,100cm,130cm
GB405-2-CognacLeather,Jameson Cognac Leather 2 Seater Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-2-cognac_leather-_1_-jameson_2_seater_cognac_leather-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Leather,Sofas,Transitional,Living Room,78cm,100cm,178cm
GB405-3-CognacLeather,Jameson Cognac Leather 3 Seater Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-3-cognac_leather-_1_-jameson_3_seater_cognac_leather-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Leather,Sofas,Transitional,Living Room,78cm,100cm,225cm
GB405-1-CognacLeather,Jameson Cognac Leather Armchair,799,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-1-cognac_leather-_1_-jameson_armchair_cognac_leather-5x4-9x4-pdp-web-lifestyle_1.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Brown,Leather,Armchairs,Transitional,Living Room,78cm,100cm,130cm
GB405-2-CelineOlivefabric,Jameson Olive Green Fabric 2 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-2-celine_olive_fabric-_x_-jameson_2_seater_celine_olive_fabric-5x4-9x4-pdp-web-.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Green,Fabric,Sofas,Transitional,Living Room,78cm,100cm,178cm
GB405-3-CelineOlivefabric,Jameson Olive Green Fabric 3 Seater Sofa,899,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-3-celine_olive_fabric-_1_-jameson_3_seater_celine_olive_fabric-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Green,Fabric,Sofas,Transitional,Living Room,78cm,100cm,225cm
GB405-1-CelineOlivefabric,Jameson Olive Green Fabric Armchair,599,https://www.oakandmore.co.uk/static/media/catalog/product/g/b/gb405-1-celine_olive_fabric-_1_-jameson_armchair_celine_olive_fabric-5x4-9x4-pdp-web-lifestyle.jpg,The Jameson Collection blends Chesterfield-inspired charm with modern comfort. This classic design is available finished in a choice of supple leather or soft fabric upholstery.,Green,Fabric,Armchairs,Transitional,Living Room,78cm,100cm,130cm
OSC-GREEN-2,Jasper Hunter Green Chenille Fabric 2 Seater Sofa,799,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-green-2-_1__jasper_hunter_green_2_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Green,Fabric,Sofas,Transitional,Living Room,95cm,99cm,188cm
OSC-GREEN-3,Jasper Hunter Green Chenille Fabric 3 Seater Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-green-3-_1__jasper_hunter_green_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Green,Fabric,Sofas,Transitional,Living Room,95cm,99cm,214cm
OSC-GREEN-4,Jasper Hunter Green Chenille Fabric 4 Seater Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-green-4-_1__jasper_hunter_green_4_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Green,Fabric,Sofas,Transitional,Living Room,95cm,99cm,242cm
OSC-GREEN-1,Jasper Hunter Green Chenille Fabric Armchair,579,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-green-1-_1__jasper_hunter_green_armchair-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Green,Fabric,Sofas,Transitional,Living Room,95cm,99cm,102cm
OSC-GREEN-FOOT,Jasper Hunter Green Chenille Fabric Footstool,329,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-green-foot-_1__jasper_hunter_green_footstool-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Green,Fabric,Footstools,Transitional,Living Room,41cm,63cm,95cm
OSC-GREEN-LOVE,Jasper Hunter Green Chenille Fabric Love Chair,649,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-green-love-_1__jasper_hunter_green_love_chair-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Green,Fabric,Sofas,Transitional,Living Room,95cm,99cm,130cm
OSC-BLU-2,Jasper Indigo Chenille Fabric 2 Seater Sofa,799,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-marine-2-_1__jasper_marine_2_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Blue,Fabric,Sofas,Transitional,Living Room,95cm,99cm,188cm
OSC-BLU-3,Jasper Indigo Chenille Fabric 3 Seater Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-marine-3-_1__jasper_marine_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Blue,Fabric,Sofas,Transitional,Living Room,95cm,99cm,214cm
OSC-BLU-4,Jasper Indigo Chenille Fabric 4 Seater Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-marine-4-_1__jasper_marine_4_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Blue,Fabric,Sofas,Transitional,Living Room,95cm,99cm,242cm
OSC-BLU-1,Jasper Indigo Chenille Fabric Armchair,579,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-marine-1-_1__jasper_marine_armchair-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Blue,Fabric,Sofas,Transitional,Living Room,95cm,99cm,102cm
OSC-BLU-FOOT,Jasper Indigo Chenille Fabric Footstool,329,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-marine-foot-_1__jasper_marine_footstool-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Blue,Fabric,Footstools,Transitional,Living Room,41cm,63cm,95cm
OSC-BLU-LOVE,Jasper Indigo Chenille Fabric Love Chair,649,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-marine-love-_1__jasper_marine_love_chair-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Blue,Fabric,Sofas,Transitional,Living Room,95cm,99cm,130cm
