code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
ARON001,Aaron 160cm Marble Grey Dining Table,849,https://www.oakandmore.co.uk/static/media/catalog/product/0/6/0636_aaron_grey-17-05-2019_day_02_.jpg,"The Aaron collection is crafted with luxurious engineered marble for dining spaces seeking class, elegance and durability. Gorgeous cool colours and a beautifully shaped base make the presence of these magnificent tables known.",Grey,Marble,Dining Tables,Contemporary,Dining Room,77cm,160cm,90cm
ARON002,Aaron 160cm Marble White Dining Table,849,https://www.oakandmore.co.uk/static/media/catalog/product/a/a/aaron_white_table_1.jpg,"The Aaron collection is crafted with luxurious engineered marble for dining spaces seeking class, elegance and durability. Gorgeous cool colours and a beautifully shaped base make the presence of these magnificent tables known.",White,Marble,Dining Tables,Contemporary,Dining Room,77cm,160cm,90cm
HSW010,Alba Oak and Soft White Painted 4 Drawer Coffee Table,349,https://www.oakandmore.co.uk/static/media/catalog/product/a/l/alba_4_drawer_coffee_table_front_new.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Coffee Tables,Scandinavian,Living Room,46cm,60cm,120cm
HSW018,Alba Oak and Soft White Painted Blanket Box,269,https://www.oakandmore.co.uk/static/media/catalog/product/b/l/blanket_box_-_front.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Blanket Boxes,Scandinavian,Bedroom,50cm,50cm,98cm
HSW009,Alba Oak and Soft White Painted Computer Desk,579,https://www.oakandmore.co.uk/static/media/catalog/product/c/o/computer_desk_front.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Desks,Scandinavian,Office,77cm,60cm,139cm
HSW019,Alba Oak and Soft White Painted Double Wardrobe,799,https://www.oakandmore.co.uk/static/media/catalog/product/d/o/double_wardrobe_front.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Wardrobes,Scandinavian,Bedroom,190cm,63cm,110cm
HSW002,Alba Oak and Soft White Painted Extra Large Sideboard,579,https://www.oakandmore.co.uk/static/media/catalog/product/e/x/extra_wide_sideboard_front_updated.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Sideboards,Scandinavian,Living Room,78cm,43cm,160cm
HSW004,Alba Oak and Soft White Painted Hallway Sideboard,299,https://www.oakandmore.co.uk/static/media/catalog/product/h/a/hallway_sideboard_front.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Sideboards,Scandinavian,Living Room,87cm,35cm,80cm
HSW006,Alba Oak and Soft White Painted Large TV Cabinet,399,https://www.oakandmore.co.uk/static/media/catalog/product/w/i/wide_tv_unit_front.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,TV Units,Scandinavian,Living Room,60cm,43cm,139cm
HSW020,Alba Oak and Soft White Painted Triple Wardrobe,999,https://www.oakandmore.co.uk/static/media/catalog/product/t/r/triple_wardrobe_front.jpg,"The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a solid hardwood frame with a soft white painted finish, topped with 100% solid oak - a stunning update on that timeless two-toned look.",White,Hardwood,Wardrobes,Scandinavian,Bedroom,190cm,63cm,147cm
HSW023,Alba Soft White Painted Double Bed,479,https://www.oakandmore.co.uk/static/media/catalog/product/h/a/harper_softwhite_s_feed_1.jpg,The Alba Oak and White Painted Collection blends modern design and durability. Every item in this range features a sturdy solid hardwood frame with a smooth soft white painted finish.,White,Hardwood,Beds,Scandinavian,Bedroom,112cm,206cm,146cm
ALBANY002,Albany Charcoal Fabric 2 Seater Recliner Sofa,799,https://www.oakandmore.co.uk/static/media/catalog/product/a/l/albany002-_1_-albany_charcoal_fabric_2_seater-lifestyle-web-pdp.jpg,"The Albany Collection combines generous cushioning, pocket spring support, and soft fabric. Each piece is designed for comfort and convenience, with power recline at the touch of a button and built-in USB and USB-C ports.",Charcoal,Fabric,Recliners,Transitional,Living Room,100cm,94cm,152cm
ALBANY003,Albany Charcoal Fabric 3 Seater Recliner Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/a/l/albany003-_1_-albany_charcoal_fabric_3_seater-lifestyle-web-pdp.jpg,"The Albany Collection combines generous cushioning, pocket spring support, and soft fabric. Each piece is designed for comfort and convenience, with power recline at the touch of a button and built-in USB and USB-C ports.",Charcoal,Leather,Recliners,Transitional,Living Room,100cm,94cm,197cm
ALBANY001,Albany Charcoal Fabric Recliner Armchair,599,https://www.oakandmore.co.uk/static/media/catalog/product/a/l/albany001-_1_-albany_charcoal_fabric_armchair-lifestyle-web-pdp.jpg,"The Albany Collection combines generous cushioning, pocket spring support, and soft fabric. Each piece is designed for comfort and convenience, with power recline at the touch of a button and built-in USB and USB-C ports.",Charcoal,Leather,Recliners,Transitional,Living Room,100cm,94cm,98cm
ALIC002,Alicia 180cm White Marble Dining Table,699,https://www.oakandmore.co.uk/static/media/catalog/product/3/4/3434_antonio_white_marble_day_8_53712-02-10-2019_.jpg,"The superb Alicia collection of tables makes use of luxurious marble and smooth shaping for a glorious effect.  A unique, elegantly carved base serves as the focal point for this stunning collection.",White,Marble,Dining Tables,Contemporary,Dining Room,76cm,180cm,95.5cm
ANI021,Ancona Oak and Soft Green Painted Dressing Table Stool,69,https://www.oakandmore.co.uk/static/media/catalog/product/a/n/ani021.jpg,"The Ancona Oak and Soft Green Painted Collection brings a touch of retro elegance to any space. Every item in this collection is crafted using only 100% solid oak and solid hardwood, with no veneer, MDF or chipboard.",Green,Hardwood,Stools,Mid Century Modern,Bedroom,45cm,25.6cm,45cm
ANTO001,Antonio 180cm Black Marble Dining Table,999,https://www.oakandmore.co.uk/static/media/catalog/product/a/n/antonio_black_180_dressed.jpg,"The Antonio collection showcases elegant yet practical marble tables with matching colouring on both the tabletops and the legs. The Antonio collection showcases bold, luxury style at its best.",Black,Marble,Dining Tables,Contemporary,Dining Room,76cm,180cm,100cm
ANTO003,Antonio 180cm White Marble Dining Table,999,https://www.oakandmore.co.uk/static/media/catalog/product/a/n/antonio_white_180_dressed.jpg,"The Antonio collection showcases elegant yet practical marble tables with matching colouring on both the tabletops and the legs. The Antonio collection showcases bold, luxury style at its best.",White,Marble,Dining Tables,Contemporary,Dining Room,76cm,180cm,100cm
ANTO004,Antonio 220cm Black Marble Dining Table,1599,https://www.oakandmore.co.uk/static/media/catalog/product/a/n/antonio_black_220_dressed.jpg,"The Antonio collection showcases elegant yet practical marble tables with matching colouring on both the tabletops and the legs. The Antonio collection showcases bold, luxury style at its best.",Black,Marble,Dining Tables,Contemporary,Dining Room,76cm,220cm,110cm
ANTO005,Antonio 220cm Grey Marble Dining Table,1199,https://www.oakandmore.co.uk/static/media/catalog/product/a/n/antonio_grey_220_dressed.jpg,"The Antonio collection showcases elegant yet practical marble tables with matching colouring on both the tabletops and the legs. The Antonio collection showcases bold, luxury style at its best.",Grey,Marble,Dining Tables,Contemporary,Dining Room,76cm,220cm,110cm
ANTO006,Antonio 220cm White Marble Dining Table,1399,https://www.oakandmore.co.uk/static/media/catalog/product/a/n/antonio_white_220_dressed.jpg,"The Antonio collection showcases elegant yet practical marble tables with matching colouring on both the tabletops and the legs. The Antonio collection showcases bold, luxury style at its best.",White,Marble,Dining Tables,Contemporary,Dining Room,76cm,220cm,110cm
AUST009,Austin Large Grey Bench With Back,229,https://www.oakandmore.co.uk/static/media/catalog/product/m/a/malaga_grey_large_bench_2_1_result.jpg,"The Austin collection is simple, understated and easy to match with any décor. With 3 eye-catching colours available it's easy to find a Austin bench that's perfect for your home.",Grey,Fabric,Benches,Contemporary,Dining Room,83.5cm,60cm,162cm
AUST010,Austin Medium Grey Bench,199,https://www.oakandmore.co.uk/static/media/catalog/product/m/a/malaga_medium_bench_grey-1_1_1_result.jpg,"The Austin collection is simple, understated and easy to match with any decor. With eye-catching colours available it's easy to find a Malaga bench that's perfect for your home.",Grey,Fabric,Benches,Contemporary,Dining Room,83.5cm,60cm,142cm
AUST011,Austin Small Grey Faux Leather Bench with Back,169,https://www.oakandmore.co.uk/static/media/catalog/product/m/a/malaga_small_bench_grey_1_1_result.jpg,"The Austin collection is simple, understated and easy to match with any decor. With eye-catching colours available it's easy to find an Austin bench that's perfect for your home.",Grey,Leather,Benches,Contemporary,Dining Room,83.5cm,60cm,102cm
BALTIMORE002,Baltimore Dark Grey Leather 2 Seater Recliner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/b/a/baltimore002-_1_-baltimore_dark_grey_leather_2_seater-5x4-lifestyle-web-pdp.jpg,"Comfortable and convenient, the Baltimore Collection combines generous cushioning, pocket spring support, and smooth leather. With power recline at the touch of a button and built-in USB and USB-C ports, every piece is made for relaxing longer.",Grey,Leather,Recliners,Transitional,Living Room,100cm,94cm,152cm
BALTIMORE003,Baltimore Dark Grey Leather 3 Seater Recliner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/b/a/baltimore003-_1_-baltimore_dark_grey_leather_3_seater-5x4-lifestyle-web-pdp.jpg,"Comfortable and convenient, the Baltimore Collection combines generous cushioning, pocket spring support, and smooth leather. With power recline at the touch of a button and built-in USB and USB-C ports, every piece is made for relaxing longer.",Grey,Leather,Recliners,Transitional,Living Room,100cm,94cm,197cm
BALTIMORE001,Baltimore Dark Grey Leather Recliner Armchair,849,https://www.oakandmore.co.uk/static/media/catalog/product/b/a/baltimore001-_1_-baltimore_dark_grey_leather_fabric_armchair-5x4-lifestyle-web-pdp.jpg,"Comfortable and convenient, the Baltimore Collection combines generous cushioning, pocket spring support, and smooth leather. With power recline at the touch of a button and built-in USB and USB-C ports, every piece is made for relaxing longer.",Grey,Leather,Recliners,Transitional,Living Room,100cm,94cm,98cm
BAR202,Barlow Dark Brown Faux Leather Right Hand Facing Power Reclining Corner Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/b/a/barlow_-_corner_-_lifestyle_right.jpg,"The Barlow Collection is a stunning range of power reclining sofas and armchairs made with style and comfort in mind. With faux leather upholstery and classic designs, the Barlow range is ideal for any home.",Brown,Leather,Sofas,Traditional,Living Room,102cm,95/157cm,301cm
FORD-DEN-2,Bella Denim Blue Fabric 2 Seater Sofa,649,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-2-_1__bella_denim_2_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Sofas,Transitional,Living Room,92cm,89cm,184cm
FORD-DEN-3,Bella Denim Blue Fabric 3 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-3-_1__bella_denim_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Sofas,Transitional,Living Room,92cm,89cm,209.5cm
FORD-DEN-1,Bella Denim Blue Fabric Armchair,499,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-1-_1__bella_denim_armchair-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Armchairs,Transitional,Living Room,92cm,89cm,102cm
FORD-DEN-LHF-CHAISE,Bella Denim Blue Fabric Large Left Hand Facing Chaise Corner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-lhf-chaise-_1__bella_denim_lhf_large_chaise_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-DEN-LHF-2C1,Bella Denim Blue Fabric Large Left Hand Facing Corner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-lhf-2c1-_1__bella_denim_lhf_large_2c1_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-DEN-RHF-CHAISE,Bella Denim Blue Fabric Large Right Hand Facing Chaise Corner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-rhf-chaise-_1__bella_denim_rhf_large_chaise_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-DEN-RHF-2C1,Bella Denim Blue Fabric Large Right Hand Facing Corner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-den-rhf-2c1-_1__bella_denim_rhf_large_2c1_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Blue,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-TAU-2,Bella Mocha Fabric 2 Seater Sofa,649,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-2-_1__bella_taupe_2_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Sofas,Transitional,Living Room,92cm,89cm,184cm
FORD-TAU-3,Bella Mocha Fabric 3 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-3-_1__bella_taupe_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Sofas,Transitional,Living Room,92cm,89cm,209cm
FORD-TAU-1,Bella Mocha Fabric Armchair,499,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-1-_1__bella_taupe_armchair-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Armchairs,Transitional,Living Room,92cm,89cm,102cm
FORD-TAU-LHF-CHAISE,Bella Mocha Fabric Large Left Hand Facing Chaise Corner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-lhf-chaise-_1__bella_taupe_lhf_large_chaise_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-TAU-LHF-2C1,Bella Mocha Fabric Large Left Hand Facing Corner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-lhf-2c1-_1__bella_taupe_lhf_large_2c1_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-TAU-RHF-CHAISE,Bella Mocha Fabric Large Right Hand Facing Chaise Corner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-rhf-chaise-_1__bella_taupe_rhf_large_chaise_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-TAU-RHF-2C1,Bella Mocha Fabric Large Right Hand Facing Corner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-tau-rhf-2c1-_1__bella_taupe_rhf_large_2c1_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Brown,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-OLIV-2,Bella Olive Fabric 2 Seater Sofa,649,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-2-_1__bella_olive_2_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Sofas,Transitional,Living Room,92cm,89cm,184cm
FORD-OLIV-3,Bella Olive Fabric 3 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-3-_1__bella_olive_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Sofas,Transitional,Living Room,92cm,89cm,209.5cm
FORD-OLIV-1,Bella Olive Fabric Armchair,499,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-1-_1__bella_olive_armchair-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Armchairs,Transitional,Living Room,92cm,89cm,102cm
FORD-OLIV-LHF-CHAISE,Bella Olive Fabric Large Left Hand Facing Chaise Corner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-lhf-chaise-_1__bella_olive_lhf_large_chaise_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-OLIV-LHF-2C1,Bella Olive Fabric Large Left Hand Facing Corner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-lhf-2c1-_1__bella_olive_lhf_large_2c1_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-OLIV-RHF-CHAISE,Bella Olive Fabric Large Right Hand Facing Chaise Corner Sofa,1299,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-rhf-chaise-_1__bella_olive_rhf_large_chaise_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
FORD-OLIV-RHF-2C1,Bella Olive Fabric Large Right Hand Facing Corner Sofa,1199,https://www.oakandmore.co.uk/static/media/catalog/product/f/o/ford-oliv-rhf-2c1-_1__bella_olive_rhf_large_2c1_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Bella range blends sleek, retro-inspired design with everyday comfort. Featuring an elegant teardrop arm and softly curved high backs, each piece invites you to sit back, sink in, and unwind. ",Green,Fabric,Sofas,Transitional,Living Room,92cm,89cm,277cm
BELLE001,Belle 160cm Marble White Dining Table,699,https://www.oakandmore.co.uk/static/media/catalog/product/1/0/1020_belle_120_white_-20-05-2019_day_03_.jpg,"The Belle collection of mid-sized marble tables is sophisticated and luxurious, the perfect fit for any stylish dining area. With sleek surfaces matching a striking base, these tables turn heads and start conversations.",White,Marble,Dining Tables,Transitional,Dining Room,76cm,160cm,90cm
BER001-BLACK,Bernini 110cm Black Leg Glass Dining Table,179,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_round1100_b.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,76cm,110cm,110cm
BER001-CHROME,Bernini 110cm Glass Dining Table,179,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_round1100_bchrome.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,76cm,110cm,110cm
BER002-BLACK,Bernini 120cm Black Leg Rectangular Glass Dining Table,179,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_rec1200_b.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,76cm,120cm,80cm
BER002-CHROME,Bernini 120cm Rectangular Glass Dining Table,149,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_rec1200_bchrome.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,76cm,120cm,80cm
BER003-BLACK,Bernini 160cm Black Leg Rectangular Glass Dining Table,199,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_rec1600_b.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,75cm,160cm,90cm
BER004-BLACK,Bernini 165cm Black Leg Oval Glass Dining Table,249,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_oval1650_b.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,75cm,165cm,100cm
BER004-CHROME,Bernini 165cm Oval Glass Dining Table,299,https://www.oakandmore.co.uk/static/media/catalog/product/b/e/ber_oval1650_bchrome.jpeg,"The Bernini collection of tables is distinguished by glass surfaces and eye-catching, flat metal legs that tastefully overlap one another, meeting in the space between the tabletop and the floor.",Clear,Glass,Dining Tables,Contemporary,Dining Room,75cm,165cm,100cm
MIR530-BLUE,Blue Painted Dressing Table Mirror,99,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bridstow_bedroomrange_mirror_07a_blue_ss.jpg,"The Blue Painted collection is built to last, with timeless designs and solid wood frames with a stunning slate blue painted finish.",Blue,Hardwood,Mirrors,Minimalism,Bedroom,60cm,2.5cm,90cm
MIR900-BLUE,Blue painted 90cm wall Mirror,119,https://www.oakandmore.co.uk/static/media/catalog/product/b/l/blue_wall_mirror_solid_stamp.jpg,"The Blue painted collection is built to last, with timeless designs and solid wood frames with a stunning slate blue painted finish.",Blue,Hardwood,Mirrors,Minimalism,Bedroom,56cm,10cm,53cm
LVADW017,Bradwell Oak and Charcoal Painted 1 Drawer Bedside Chest,169,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_1_drawer_chest_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Bedside Tables,Scandinavian,Bedroom,60cm,37cm,47cm
LVADW011,Bradwell Oak and Charcoal Painted 1 Drawer Lamp Table,169,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_lamp_table_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Side Tables,Scandinavian,Living Room,50cm,50cm,50cm
LVADW016,Bradwell Oak and Charcoal Painted 2 Drawer Bedside Chest,219,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_2_drawer_chest_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Bedside Tables,Scandinavian,Bedroom,60cm,37cm,47cm
LVADW014,Bradwell Oak and Charcoal Painted 2 Over 3 Chest of Drawers,429,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_3_over_2_chest_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Chest of Drawers,Scandinavian,Bedroom,89cm,43cm,95cm
LVADW010,Bradwell Oak and Charcoal Painted 4 Drawer Coffee Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_grey_coffee_table_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Coffee Tables,Scandinavian,Living Room,46cm,60cm,120cm
LVADW013,Bradwell Oak and Charcoal Painted 5 Drawer Tallboy,399,https://www.oakandmore.co.uk/static/media/catalog/product/b/r/bradwell_charcoal_stamped.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Chest of Drawers,Scandinavian,Bedroom,109cm,43cm,47cm
LVADW022,Bradwell Oak and Charcoal Painted Blanket Box,289,https://www.oakandmore.co.uk/static/media/catalog/product/a/d/adw022_bradwellcharcoal_blanketbox_a-updated_-_hardwood_stamp.jpg,"The <a href=/ranges/bradwell-oak-and-charcoal-grey>Bradwell Collection</a> features charcoal grey painted solid hardwood frames and rustic 100% solid oak tops. Traditionally crafted, with subtle curves and recessed handles, this range is sure to impress.",Grey,Hardwood,Blanket Boxes,Scandinavian,Bedroom,50cm,50cm,95cm
